stadium_id,name,aliases,city,state,country,lat,lon,elevation_m,timezone,orientation_deg,orientation_bucket,orientation_src,roof_type,surface,capacity,year_built,avg_wind_static,wind_vol_static,wind_impact_static,weakest_wind_effect,avg_wind_sep,avg_wind_oct,avg_wind_nov,avg_wind_dec,avg_wind_jan,avg_temp_f,wikidata_qid,osm_way_id,cfbd_venue_id,espn_venue_id,nflverse_stadium_id,needs_review,elev_src,latlon_src,review_note
arizona-stadium,Arizona Stadium,,Tucson,AZ,US,32.228817,-110.948832,741.5,America/Phoenix,179.5,N-S,osm_pitch,open,turf,50782,1928,,Low,Med,E/W,6.6,7.5,8.2,8.3,5.11,70.84,Q947065,way/32976105,3619,,,0,epqs,osm_pitch,
sun-devil-stadium,Sun Devil Stadium,,Tempe,AZ,US,33.42643,-111.932571,359.7,America/Phoenix,13.9,N-S,osm_pitch,open,grass,65870,1958,,Low,Med,E,6.3,6.7,6.8,6.8,5.51,74.52,Q1849318,way/30420677,3947,,,0,epqs,osm_pitch,
donald-w-reynolds-razorback-stadium-frank-broyles-field,Donald W. Reynolds Razorback Stadium Frank Broyles Field,,Fayetteville,AR,US,36.06809,-94.178941,405.7,America/Chicago,1.3,N-S,osm_pitch,open,turf,80000,1938,,Mid,Low,E/W,7.3,7.6,7.9,8.1,7.18,59.28,Q1124181,way/187045675,3887,,,0,epqs,osm_pitch,
centennial-bank-stadium,Centennial Bank Stadium,,Jonesboro,AR,US,35.848916,-90.66718,87.3,America/Chicago,1.3,N-S,osm_pitch,open,turf,30382,1974,,Mid,High,,6.9,7.8,8.8,9,7.93,61.67,Q6541587,way/158898560,3625,,,0,epqs,osm_pitch,
blaik-field-at-michie-stadium,Blaik Field at Michie Stadium,,West Point,NY,US,41.387555,-73.964142,100.7,America/New_York,1.4,N-S,osm_pitch,open,turf,38000,1924,,High,High,,4.3,4.8,5.4,5.8,7.49,52.74,Q3311487,way/135580097,3841,,,0,epqs,osm_pitch,
jordan-hare-stadium,Jordan-Hare Stadium,,Auburn,AL,US,32.602228,-85.48913,195.1,America/Chicago,31.1,NE-SW,osm_pitch,open,grass,87451,1939,,Low,Med,E/W,4,4.3,4.6,4.7,7.16,64.57,Q945548,way/182002472,3785,,,0,epqs,osm_pitch,
scheumann-stadium,Scheumann Stadium,,Muncie,IN,US,40.216017,-85.41677,285.1,America/Indiana/Indianapolis,179.6,N-S,osm_pitch,open,turf,22500,1967,,Mid,High,,8.5,10.2,11.4,11.8,9.97,53.09,Q7431225,way/485108483,3919,,,0,epqs,osm_pitch,
mclane-stadium,McLane Stadium,,Waco,TX,US,31.558212,-97.115639,117,America/Chicago,173.9,N-S,osm_pitch,open,turf,45140,2014,,Low,Low,E/W/S,8.2,9.2,10,10,8.89,69.9,,way/386520289,4727,,,0,epqs,osm_pitch,
albertsons-stadium,Albertsons Stadium,,Boise,ID,US,43.602863,-116.195863,822.7,America/Boise,1,N-S,osm_pitch,open,turf,36387,1970,,High,Med,E,6.3,6.5,6.8,6.8,6.74,53.65,Q2926064,way/747919074,3653,,,0,epqs,osm_pitch,
alumni-stadium,Alumni Stadium,,Chestnut Hill,MA,US,42.33513,-71.16646,39.7,America/New_York,177.9,N-S,osm_pitch,open,turf,44500,1957,,High,High,E,4.9,5.7,6.4,6.9,9.09,51.83,Q598070,way/187088151,3615,,,0,epqs,osm_pitch,
doyt-perry-stadium,Doyt Perry Stadium,,Bowling Green,OH,US,41.37805,-83.622486,205.5,America/New_York,0.7,N-S,osm_pitch,open,turf,24000,1966,,High,High,,8.8,10.4,11.6,12,10.03,52.81,Q5303813,way/38422057,3700,,,0,epqs,osm_pitch,
lavell-edwards-stadium,LaVell Edwards Stadium,,Provo,UT,US,40.257544,-111.654521,1414.9,America/Denver,179.4,N-S,osm_pitch,open,grass,63470,1964,,High,Med,E,5.7,5.5,5.5,5.2,2.8,50.27,Q907890,way/986379377,3801,,,0,epqs,osm_pitch,
ub-stadium,UB Stadium,,Amherst,NY,US,42.999162,-78.777519,181.3,America/New_York,179.7,N-S,osm_pitch,open,turf,30270,1993,,High,High,,6.9,8.1,9.3,10.5,9.32,50.07,Q7894992,way/640138893,3965,,,0,epqs,osm_pitch,
california-memorial-stadium,California Memorial Stadium,,Berkeley,CA,US,37.871004,-122.250761,123.9,America/Los_Angeles,138.3,NW-SE,osm_pitch,open,turf,62467,1923,,High,Med,E,7.6,7,7.2,7.7,5.85,55.4,Q1026837,way/109191425,3831,,,0,epqs,osm_pitch,
kelly-shorts-stadium,Kelly/Shorts Stadium,,Mount Pleasant,MI,US,43.577628,-84.770843,241.8,America/Detroit,179.8,N-S,osm_pitch,open,turf,30255,1972,,High,High,,8.7,9.3,9.8,10.2,7.94,49.01,Q6385914,way/182550058,3786,,,0,epqs,osm_pitch,
jerry-richardson-stadium,Jerry Richardson Stadium,,Charlotte,NC,US,35.31051,-80.740115,185.1,America/New_York,130.5,NW-SE,osm_pitch,open,turf,15300,2013,,High,High,,5.4,5.8,6.1,6.2,6.62,62.01,Q14707992,way/1054116866,4418,,,0,epqs,osm_pitch,
nippert-stadium,Nippert Stadium,,Cincinnati,OH,US,39.131237,-84.516214,230,America/New_York,30.9,NE-SW,osm_pitch,open,turf,40000,1915,,High,Med,E/S,5.4,6.2,7,7.4,7.84,55.56,Q3342107,way/35263578,3854,,,0,epqs,osm_pitch,
memorial-stadium,Memorial Stadium,,Clemson,SC,US,34.67874,-82.843192,196,America/New_York,75.8,E-W,osm_pitch,open,grass,81500,1942,,High,Med,E/N/S,3.9,4.3,4.5,4.6,5.64,62.07,Q543579,way/26996809,3836,,,0,epqs,osm_pitch,
brooks-stadium,Brooks Stadium,,Conway,SC,US,33.792866,-79.017493,12.4,America/New_York,0.3,N-S,osm_pitch,open,turf,21000,2003,,Low,Med,E,8.3,8.9,9.3,9.7,7.64,64.85,Q4975053,way/48704607,3654,,,0,epqs,osm_pitch,
folsom-field,Folsom Field,,Boulder,CO,US,40.009456,-105.266918,1626.8,America/Denver,0,N-S,osm_pitch,open,grass,50183,1924,,High,Low,E/W,6.2,7,8.2,9.2,5.34,48.46,Q3075131,way/1350683374,3726,,,0,epqs,osm_pitch,
canvas-stadium,Canvas Stadium,,Fort Collins,CO,US,40.569912,-105.088452,1528.1,America/Denver,0.4,N-S,osm_pitch,open,turf,36500,2017,,High,Med,E/W,7.2,8.1,9.3,10.4,4.37,48.81,Q23995882,way/523482032,5388,,,0,epqs,osm_pitch,
rentschler-field,Rentschler Field,,East Hartford,CT,US,41.759615,-72.618837,7.8,America/New_York,120.4,NW-SE,osm_pitch,open,grass,40000,2003,,High,High,NE,4.2,4.8,5.4,5.8,6.97,52.92,Q3113144,way/187066996,3892,,,0,epqs,osm_pitch,
wallace-wade-stadium,Wallace Wade Stadium,,Durham,NC,US,35.995387,-78.941722,103,America/New_York,166.6,N-S,osm_pitch,open,grass,40004,1929,,High,Med,E,4.4,4.8,5.2,5.4,6.9,61.08,Q3565475,way/133334235,3982,,,0,epqs,osm_pitch,
dowdy-ficklen-stadium,Dowdy-Ficklen Stadium,,Greenville,NC,US,35.596468,-77.36526,19.3,America/New_York,121.2,NW-SE,osm_pitch,open,grass,50000,1963,,High,Med,NE/SW,7.3,7.7,8.1,8.3,7.4,62.47,Q3038295,way/170965120,3699,,,0,epqs,osm_pitch,
rynearson-stadium,Rynearson Stadium,,Ypsilanti,MI,US,42.255932,-83.647377,241.2,America/Detroit,0.1,N-S,osm_pitch,open,turf,30200,1969,,High,High,E,9.3,10.8,11.9,12.3,8.58,50.72,Q14716273,way/181987556,3912,,,0,epqs,osm_pitch,
ben-hill-griffin-stadium,Ben Hill Griffin Stadium,,Gainesville,FL,US,29.649931,-82.348628,40.3,America/New_York,0.2,N-S,osm_pitch,open,grass,88548,1930,,High,Low,E/W/N/S,5,5.5,5.8,5.7,6.5,69.87,Q816516,way/119378491,3634,,,0,epqs,osm_pitch,
fau-stadium,FAU Stadium,,Boca Raton,FL,US,26.376151,-80.10162,4,America/New_York,165.4,N-S,osm_pitch,open,turf,29419,2011,,High,High,E,7.6,8.5,10.4,11.5,9.1,75.77,Q5513195,way/261772138,3715,,,0,epqs,osm_pitch,
fiu-stadium,FIU Stadium,,Miami,FL,US,25.75251,-80.377896,1.8,America/New_York,89,E-W,osm_pitch,open,turf,20000,1995,,High,High,,9.4,11.5,12.7,12.2,7.59,75.61,Q1388701,way/418861089,218,,,0,epqs,osm_pitch,
bobby-bowden-field-at-doak-campbell-stadium,Bobby Bowden Field at Doak Campbell Stadium,,Tallahassee,FL,US,30.438146,-84.304409,19.5,America/New_York,135.2,NW-SE,osm_pitch,open,grass,79560,1950,,Low,Low,x SE,4.1,4.5,4.8,4.8,6.98,68.4,Q1233077,way/127128460,3697,,,0,epqs,osm_pitch,
bulldog-stadium,Bulldog Stadium,,Fresno,CA,US,36.814412,-119.758068,91.4,America/Los_Angeles,0.3,N-S,osm_pitch,open,turf,41031,1980,,High,High,,4.8,4.5,4.3,4.4,4.47,65.69,Q583581,way/187080903,3660,,,0,epqs,osm_pitch,
sanford-stadium,Sanford Stadium,,Athens,GA,US,33.949803,-83.373363,185.7,America/New_York,115.7,NW-SE,osm_pitch,open,grass,92746,1929,,Low,Low,NE/SW,3.7,4.1,4.4,4.5,6.76,62.9,Q2221660,way/187020126,3917,,,0,epqs,osm_pitch,
paulson-stadium,Paulson Stadium,,Statesboro,GA,US,32.412187,-81.783141,59.2,America/New_York,92,E-W,osm_pitch,open,turf,25000,1984,,Low,High,,6.5,7.1,7.3,7.5,8.17,66.7,Q7155374,way/182052544,3608,,,0,epqs,osm_pitch,
georgia-state-stadium,Georgia State Stadium,,Atlanta,GA,US,33.735547,-84.389596,287.1,America/New_York,173.8,N-S,osm_pitch,open,turf,25000,2017,,Low,Med,N/E/NW,5.1,5.7,6.2,6.5,8.81,62.14,Q1150936,way/255488112,4246,,,0,epqs,osm_pitch,
bobby-dodd-stadium-at-historic-grant-field,Bobby Dodd Stadium at Historic Grant Field,,Atlanta,GA,US,33.7725,-84.392856,279.3,America/New_York,0.2,N-S,osm_pitch,open,turf,55000,1913,,Low,Med,SE,5.1,5.7,6.2,6.5,8.64,62.01,Q2907951,way/42793716,721,,,0,epqs,osm_pitch,
clarence-tc-ching-athletics-complex,Clarence T.C. Ching Athletics Complex,,Honolulu,HI,,21.293534,-157.817547,5.2,Pacific/Honolulu,137.9,NW-SE,osm_stadium_mrr,open,grass,9000,2014,,High,High,,14,13.5,14.4,13.6,8.84,75.33,Q85752700,way/226225091,7220,,,0,epqs,osm_stadium_mrr,
john-oquinn-field-at-tdecu-stadium,John O'Quinn Field at TDECU Stadium,,Houston,TX,US,29.721997,-95.349184,6.3,America/Chicago,109.3,E-W,osm_pitch,open,turf,40000,2014,,Low,Med,N/S,6.8,7.8,8.5,8.8,8.73,70.3,Q1632955,way/1350963741,4728,,,0,epqs,osm_pitch,
memorial-stadium-champaign,Memorial Stadium,,Champaign,IL,US,40.099307,-88.235964,223.2,America/Chicago,179.2,N-S,osm_pitch,open,turf,60670,1923,,Mid,Med,E,8.7,10.4,11.6,11.7,9.67,53.84,Q3305514,way/144183174,3832,,,0,epqs,osm_pitch,
memorial-stadium-bloomington,Memorial Stadium,,Bloomington,IN,US,39.180891,-86.525632,231.9,America/Indiana/Indianapolis,0.4,N-S,osm_pitch,open,turf,52656,1960,,Mid,Med,E,6.2,7.2,8.1,8.4,7.6,54.97,Q3305509,way/105108429,3830,,,0,epqs,osm_pitch,
kinnick-stadium,Kinnick Stadium,,Iowa City,IA,US,41.658646,-91.551087,211.6,America/Chicago,0.4,N-S,osm_pitch,open,turf,69250,1929,,Mid,Med,E,9.2,10.5,11.1,11.1,9.47,51.51,Q3197181,way/162779822,3793,,,0,epqs,osm_pitch,
jack-trice-stadium,Jack Trice Stadium,,Ames,IA,US,42.014,-93.635777,270.3,America/Chicago,179.1,N-S,osm_pitch,open,grass,61500,1975,,Mid,High,E,9.8,10.9,11.5,11.5,9.76,51.44,Q3157332,way/101135481,3772,,,0,epqs,osm_pitch,
jsu-stadium,JSU Stadium,,Jacksonville,AL,US,33.820366,-85.766293,199.5,America/Chicago,94.9,E-W,osm_pitch,open,turf,24000,1947,,Low,High,N,3.8,4.3,4.7,4.8,7.05,63.15,,way/200695748,3662,,,0,epqs,osm_pitch,
bridgeforth-stadium,Bridgeforth Stadium,,Harrisonburg,VA,US,38.435243,-78.872941,396.7,America/New_York,166.1,N-S,osm_pitch,open,turf,24877,1975,,High,Med,E,4.7,5.3,5.9,6.2,5.6,54.52,Q4966496,way/118039010,3651,,,0,epqs,osm_pitch,
memorial-stadium-lawrence,Memorial Stadium,,Lawrence,KS,US,38.963006,-95.24636,274.7,America/Chicago,179.9,N-S,osm_pitch,open,turf,47000,1921,,Mid,High,E,9.8,10.6,11.1,10.9,7.95,57.03,Q3305513,way/1414360314,3833,,,0,epqs,osm_pitch,
bill-snyder-family-football-stadium,Bill Snyder Family Football Stadium,,Manhattan,KS,US,39.20201,-96.593858,328.3,America/Chicago,179.9,N-S,osm_pitch,open,turf,50000,1968,,Mid,Low,all,10.5,11,11.2,10.8,8.35,57.76,Q2903355,way/1200999500,3636,,,0,epqs,osm_pitch,
fifth-third-bank-stadium,Fifth Third Bank Stadium,,Kennesaw,GA,US,34.028938,-84.567611,297,America/New_York,179.8,N-S,osm_pitch,open,grass,8318,2010,,High,High,,4.5,5,5.5,5.7,7.97,61.32,Q6389756,way/246685663,4899,,,0,epqs,osm_pitch,
dix-stadium,Dix Stadium,,Kent,OH,US,41.139083,-81.313428,321.4,America/New_York,178.4,N-S,osm_pitch,open,turf,25319,1969,,High,High,E,5.9,7,7.9,8.6,8.57,51.98,Q5284768,way/232488801,3696,,,0,epqs,osm_pitch,
commonwealth-stadium,Commonwealth Stadium,,Lexington,KY,US,38.022781,-84.505151,307.2,America/New_York,121.4,NW-SE,osm_pitch,open,turf,61000,1973,,High,Low,all,6.4,7.4,8.1,8.6,7.41,56.25,Q517268,way/1351198365,3683,,,0,epqs,osm_pitch,
tiger-stadium,Tiger Stadium,,Baton Rouge,LA,US,30.412028,-91.183803,7.5,America/Chicago,157.2,NW-SE,osm_pitch,open,grass,102321,1924,,Low,Low,x SE,5.5,6.3,6.9,7.3,8.15,69.12,Q1594708,way/119361456,3958,,,0,epqs,osm_pitch,
williams-stadium,Williams Stadium,,Lynchburg,VA,US,37.354437,-79.175023,271.3,America/New_York,173.7,N-S,osm_pitch,open,turf,25000,1989,,High,Med,E/W,3.4,3.8,4.2,4.3,6.81,57.89,Q8021099,way/527975098,3992,,,0,epqs,osm_pitch,
cajun-field,Cajun Field,,Lafayette,LA,US,30.215865,-92.041716,3.2,America/Chicago,141.6,NW-SE,osm_pitch,open,turf,41426,1971,,Low,High,,7.2,8.3,9.2,9.9,8.66,69.21,Q5018009,way/101072727,3666,,,0,epqs,osm_pitch,
malone-stadium,Malone Stadium,,Monroe,LA,US,32.530923,-92.065972,22.9,America/Chicago,14.1,N-S,osm_pitch,open,turf,30427,1978,,Low,,,5.7,6.1,6.6,6.8,7.67,67.11,Q6744512,way/182053138,3817,,,0,epqs,osm_pitch,
joe-aillet-stadium,Joe Aillet Stadium,,Ruston,LA,US,32.532128,-92.655925,72.6,America/Chicago,149.2,NW-SE,osm_pitch,open,turf,28019,1968,,Low,High,,3.8,4.2,4.5,4.6,7.07,66.51,Q6208302,way/116711402,3776,,,0,epqs,osm_pitch,
papa-johns-cardinal-stadium,Papa John's Cardinal Stadium,,Louisville,KY,US,38.205891,-85.758786,140.6,America/Kentucky/Louisville,8.5,N-S,osm_pitch,open,turf,60000,1998,,Mid,Low,all,6,6.9,7.6,8,7.31,57.6,Q3362725,way/144054473,3873,,,0,epqs,osm_pitch,
joan-c-edwards-stadium,Joan C. Edwards Stadium,,Huntington,WV,US,38.424964,-82.420948,162.9,America/New_York,167.6,N-S,osm_pitch,open,turf,38016,1991,,High,Med,E,3.4,3.9,4.3,4.7,6.74,57.18,Q3179563,way/182054956,3775,,,0,epqs,osm_pitch,
maryland-stadium,Maryland Stadium,,College Park,MD,US,38.990287,-76.947253,32.6,America/New_York,126.2,NW-SE,osm_pitch,open,turf,51802,1950,,High,Med,x NW,7.6,8.6,9.3,9.5,7.65,57.58,Q2929171,way/143300298,3665,,,0,epqs,osm_pitch,
warren-mcguirk-alumni-stadium,Warren McGuirk Alumni Stadium,,Hadley,MA,US,42.377303,-72.53602,46.6,America/New_York,4,N-S,osm_pitch,open,turf,17000,1965,,High,High,E,4,4.5,5.1,5.5,6.57,51.34,Q6588293,way/182055817,3985,,,0,epqs,osm_pitch,
liberty-bowl-memorial-stadium,Liberty Bowl Memorial Stadium,,Memphis,TN,US,35.121108,-89.977409,88.8,America/Chicago,144.4,NW-SE,osm_pitch,open,turf,58325,1965,,Mid,High,SW,7.6,8.5,9.5,9.9,8.36,62.8,Q3237803,way/127419518,3805,,,0,epqs,osm_pitch,
yager-stadium,Yager Stadium,,Oxford,OH,US,39.519521,-84.732923,242.2,America/New_York,166.1,N-S,osm_pitch,open,turf,24286,1983,,High,High,E,7.6,8.8,9.9,10.3,8.88,54.38,Q8046702,way/83700956,3996,,,0,epqs,osm_pitch,
michigan-stadium,Michigan Stadium,,Ann Arbor,MI,US,42.265879,-83.74873,255.5,America/Detroit,179.2,N-S,osm_pitch,open,turf,107601,1927,,High,Med,E/W,9.2,10.7,11.7,12.1,8.44,50.45,Q1640118,way/181983810,3558,,,0,epqs,osm_pitch,
spartan-stadium,Spartan Stadium,,East Lansing,MI,US,42.728173,-84.484865,254.6,America/Detroit,0.6,N-S,osm_pitch,open,grass,75005,1923,,High,Med,E,9.2,10.7,11.7,12.1,8.29,50.34,Q2164621,way/182030221,3936,,,0,epqs,osm_pitch,
johnny-red-floyd-stadium,"Johnny Red"""" Floyd Stadium""""",,Murfreesboro,TN,US,35.851185,-86.368159,191,America/Chicago,3.8,N-S,osm_pitch,open,turf,30788,1933,,Mid,High,E,5.8,6.6,7.4,7.8,6.75,60.53,Q14709982,way/114615544,3725,,,0,epqs,osm_pitch,
tcf-bank-stadium,TCF Bank Stadium,,Minneapolis,MN,US,44.976536,-93.224578,252.1,America/Chicago,90.1,E-W,osm_pitch,open,turf,50850,2009,,Mid,Med,x E,8.8,9.6,9.9,10.1,6.92,46.69,Q3512039,way/42639671,3953,,,0,epqs,osm_pitch,
davis-wade-stadium,Davis Wade Stadium,,Starkville,MS,US,33.45634,-88.793379,110,America/Chicago,13.2,N-S,osm_pitch,open,grass,61337,1914,,Low,High,x NW,5.3,5.9,6.3,6.6,7.13,64.12,Q949608,way/191794074,3693,,,0,epqs,osm_pitch,
faurot-field,Faurot Field,,Columbia,MO,US,38.935843,-92.333206,204.8,America/Chicago,22.2,N-S,osm_pitch,open,turf,71168,1927,,Mid,High,E/W,6.3,6.6,6.8,6.9,7.26,56.44,Q1320105,way/109316062,3838,,,0,epqs,osm_pitch,
carter-finley-stadium,Carter-Finley Stadium,,Raleigh,NC,US,35.800796,-78.71947,117.1,America/New_York,142.5,NW-SE,osm_pitch,open,grass,58000,1966,,High,,,5.4,5.8,6.2,6.4,7.17,61.48,Q945172,way/1350898669,3670,,,0,epqs,osm_pitch,
navy-marine-corps-memorial-stadium,Navy-Marine Corps Memorial Stadium,,Annapolis,MD,US,38.984765,-76.507083,8.8,America/New_York,141.5,NW-SE,osm_pitch,open,turf,34000,1959,,High,High,,8.1,9.2,10,10.2,8.22,57.33,Q3337331,way/38305510,3852,,,0,epqs,osm_pitch,
memorial-stadium-lincoln,Memorial Stadium,,Lincoln,NE,US,40.82063,-96.705635,354.7,America/Chicago,0.4,N-S,osm_pitch,open,turf,85458,1923,,Mid,Low,all,10.5,11.1,11.3,11.3,9.0,54.39,Q383557,way/44098265,3834,,,0,epqs,osm_pitch,
mackay-stadium,Mackay Stadium,,Reno,NV,US,39.546947,-119.817558,1404.5,America/Los_Angeles,141.3,NW-SE,osm_pitch,open,turf,27000,1966,,High,High,E/W,5.6,5.6,6.1,6.1,3.03,53.63,Q6588235,way/354409943,3816,,,0,epqs,osm_pitch,
university-stadium,University Stadium,,Albuquerque,NM,US,35.066985,-106.628301,1554.4,America/Denver,0.1,N-S,osm_pitch,open,turf,39224,1960,,High,High,,6.9,7.3,7.4,7.3,5.94,59.25,Q936242,way/191004354,3971,,,0,epqs,osm_pitch,
aggie-memorial-stadium,Aggie Memorial Stadium,,Las Cruces,NM,US,32.279636,-106.741111,1208.3,America/Denver,167.7,N-S,osm_pitch,open,turf,28853,1978,,Low,Med,E,7.2,7.7,7.9,7.8,5.96,65.57,Q4692211,way/268777480,3601,,,0,epqs,osm_pitch,
kenan-memorial-stadium,Kenan Memorial Stadium,,Chapel Hill,NC,US,35.906952,-79.047861,127.7,America/New_York,115.3,NW-SE,osm_pitch,open,turf,50500,1927,,High,Med,all,4.7,5.1,5.5,5.7,6.7,61.26,Q1627986,way/44056130,3787,,,0,epqs,osm_pitch,
apogee-stadium,Apogee Stadium,,Denton,TX,US,33.203938,-97.159239,202.8,America/Chicago,0.4,N-S,osm_pitch,open,turf,30850,2011,,Low,Med,E,8.8,9.8,10.5,10.3,8.47,66.45,Q11597,way/561362481,3825,,,0,epqs,osm_pitch,
brigham-field-at-huskie-stadium,Brigham Field at Huskie Stadium,,DeKalb,IL,US,41.933941,-88.777813,268.4,America/Chicago,0,N-S,osm_pitch,open,turf,23595,1965,,Mid,High,E,9,10.5,11.4,11.6,9.5,50.71,Q5949339,way/194235613,3764,,,0,epqs,osm_pitch,
ryan-field,Ryan Field,,Evanston,IL,US,42.066953,-87.692447,184.3,America/Chicago,1.1,N-S,osm_stadium_mrr,open,grass,47130,1926,,Mid,Med,E,10.9,12.8,14.2,14.5,9.78,51.13,,way/42708318,3911,,,0,epqs,osm_stadium_mrr,
notre-dame-stadium,Notre Dame Stadium,,Notre Dame,IN,US,41.698397,-86.23392,221.9,America/Indiana/Indianapolis,179.5,N-S,osm_pitch,open,turf,80795,1930,,Mid,Low,all,9.4,11,12.2,12.6,8.94,51.41,Q847043,way/126796511,3855,,,0,epqs,osm_pitch,
peden-stadium,Peden Stadium,,Athens,OH,US,39.320993,-82.102934,191.6,America/New_York,8.6,N-S,osm_pitch,open,turf,24000,1929,,High,High,,3.8,4.4,5,5.4,7.08,55.44,Q7159081,way/38525351,3876,,,0,epqs,osm_pitch,
ohio-stadium,Ohio Stadium,,Columbus,OH,US,40.001658,-83.019736,216.5,America/New_York,7,N-S,osm_pitch,open,turf,102780,1922,,High,High,,7.3,8.6,9.7,10.1,8.52,54.32,Q774694,way/24816039,3861,,,0,epqs,osm_pitch,
gaylord-family-oklahoma-memorial-stadium,Gaylord Family Oklahoma Memorial Stadium,,Norman,OK,US,35.205852,-97.442331,353,America/Chicago,0.1,N-S,osm_pitch,open,grass,86112,1925,,Mid,Med,all,9.8,10.8,11.3,10.9,8.6,62.58,Q1496586,way/1351187293,3835,,,0,epqs,osm_pitch,
boone-pickens-stadium,Boone Pickens Stadium,,Stillwater,OK,US,36.125681,-97.066481,272.7,America/Chicago,88.5,E-W,osm_pitch,open,turf,55509,1919,,Mid,Low,all,9.9,10.7,11,10.5,7.79,62.09,Q2910505,way/47026252,3646,,,0,epqs,osm_pitch,
foreman-field,Foreman Field,,Norfolk,VA,US,36.88891,-76.304889,2.6,America/New_York,163.5,N-S,osm_pitch,open,turf,20118,1936,,High,Med,E/N,9.5,10.3,11,11.3,10.21,61.38,Q5468640,way/48778249,3918,,,0,epqs,osm_pitch,
vaught-hemingway-stadium,Vaught-Hemingway Stadium,,Oxford,MS,US,34.361985,-89.534201,141.4,America/Chicago,32.8,NE-SW,osm_pitch,open,grass,64038,1915,,Low,Med,all,5.3,5.9,6.5,6.9,7.17,62.8,Q3555083,way/242316643,3974,,,0,epqs,osm_pitch,
autzen-stadium,Autzen Stadium,,Eugene,OR,US,44.058276,-123.068511,127.4,America/Los_Angeles,105.3,E-W,osm_pitch,open,turf,54000,1967,,High,Med,N,3.6,3.9,4.5,4.7,5.15,52.98,Q2873102,way/163758347,3626,,,0,epqs,osm_pitch,
reser-stadium,Reser Stadium,,Corvallis,OR,US,44.559528,-123.281396,66.9,America/Los_Angeles,137,NW-SE,osm_pitch,open,turf,43363,1953,,High,Med,SW,5,5.2,6,6.1,5.45,53.44,Q782386,way/41376059,3893,,,0,epqs,osm_pitch,
beaver-stadium,Beaver Stadium,,University Park,PA,US,40.812193,-77.856108,354.2,America/New_York,135.2,NW-SE,osm_pitch,open,grass,106572,1960,,High,Med,all,3.7,4.3,4.9,5.7,7.44,51.35,Q692816,way/37121822,3632,,,0,epqs,osm_pitch,
heinz-field,Heinz Field,,Pittsburgh,PA,US,40.446792,-80.015768,220.7,America/New_York,154.5,NW-SE,osm_pitch,open,grass,68400,2001,,High,Med,E,3.8,4.4,5,5.6,7.66,54,Q1067148,way/172659571,3752,,,0,epqs,osm_pitch,
ross-ade-stadium,Ross-Ade Stadium,,West Lafayette,IN,US,40.43442,-86.918415,194.8,America/Indiana/Indianapolis,165,N-S,osm_pitch,open,grass,57282,1924,,Mid,Med,E,8.6,10.3,11.5,11.7,9.47,53.61,Q3442733,way/74144840,3907,,,0,epqs,osm_pitch,
rice-stadium,Rice Stadium,,Houston,TX,US,29.716321,-95.409323,7.2,America/Chicago,179.6,N-S,osm_pitch,open,turf,47000,1950,,Low,Med,E/W,6.8,7.8,8.5,8.8,8.71,70.37,Q1857419,way/187096451,3895,,,0,epqs,osm_pitch,
shi-stadium,SHI Stadium,,Piscataway,NJ,US,40.5462553,-74.4660408,23,America/New_York,45,NE-SW,curated,open,turf,52454,2009,,High,Med,E,5.9,6.8,7.5,7.9,7.56,55.38,,,6577,,,0,epqs,curated,
gerald-j-ford-stadium,Gerald J. Ford Stadium,,University Park,TX,US,32.83776,-96.782768,168.7,America/Chicago,1.4,N-S,osm_pitch,open,turf,32000,2000,,Low,Med,,8.6,9.6,10.4,10.3,9.16,67.27,Q390127,way/1312507363,3735,,,0,epqs,osm_pitch,
bowers-stadium,Bowers Stadium,,Huntsville,TX,US,30.713933,-95.541978,126.9,America/Chicago,178.4,N-S,osm_pitch,open,turf,14000,1986,,Low,High,,5.1,5.8,6.3,6.5,7.61,68.63,,way/199721849,3647,,,0,epqs,osm_pitch,
snapdragon-stadium,Snapdragon Stadium,,San Diego,CA,US,32.784193,-117.122428,17.5,America/Los_Angeles,6.4,N-S,osm_pitch,open,grass,35000,2022,,Low,Med,E,5.9,6.2,7,7.9,5.6,62.36,Q100272042,way/1351638751,7311,,,0,epqs,osm_pitch,
spartan-stadium-san-jose,Spartan Stadium,,San Jose,CA,US,37.31972,-121.868275,28,America/Los_Angeles,149.3,NW-SE,osm_pitch,open,turf,30456,1933,,High,High,E,6.4,6,6.3,6.6,4.72,59.64,Q2165358,way/285841346,3935,,,0,epqs,osm_pitch,
hancock-whitney-stadium,Hancock Whitney Stadium,,Mobile,AL,US,30.6943566,-88.0430541,2.6,America/Chicago,0,N-S,curated,open,turf,25450,2020,,Low,Med,E,6,6.8,7.3,7.6,8.52,68.63,,,6526,,,0,epqs,curated,
williams-brice-stadium,Williams-Brice Stadium,,Columbia,SC,US,33.973086,-81.019183,60.3,America/New_York,150.5,NW-SE,osm_pitch,open,grass,80250,1934,,Low,Low,E/W,6.3,6.6,6.8,6.9,7.08,64.53,Q940522,way/187031723,3994,,,0,epqs,osm_pitch,
m-m-roberts-stadium,M. M. Roberts Stadium,,Hattiesburg,MS,US,31.329022,-89.331239,61.4,America/Chicago,179.8,N-S,osm_pitch,open,turf,36000,1932,,Low,Med,E,3.4,3.8,4.1,4.2,6.83,67.03,Q3272445,way/187077449,3815,,,0,epqs,osm_pitch,
